,Car Model,Year,Kilometers Driven,Fuel Type,Transmission Type,Price
2476,Maruti Baleno,2018,30783.0,Petrol,Manual,6.16
2477,Maruti Wagon R,2014,27431.0,Petrol,Manual,3.83
2478,Hyundai EON,2012,18091.0,Petrol,Manual,2.66
2479,Maruti Alto 800,2016,34639.0,Petrol,Manual,3.0
2480,Honda Jazz,2011,46297.0,Petrol,Manual,3.05
2481,Hyundai i10,2013,44681.0,Petrol,Manual,3.15
2482,Maruti Swift Dzire,2012,46000.0,Petrol,Automatic,4.65
2483,Maruti Celerio,2016,111150.0,Petrol,Automatic,3.5
2484,Audi A6,2014,97000.0,Diesel,Automatic,18.5
2485,Jaguar XF,2013,62000.0,Diesel,Automatic,19.5
2486,Ford Figo,2011,84052.0,Diesel,Manual,2.25
2487,Honda City,2007,140102.0,Petrol,Automatic,1.75
2488,BMW 3 Series GT,2018,85000.0,Diesel,Automatic,33.0
2489,Volkswagen Vento,2012,100000.0,Diesel,Manual,3.75
2490,Hyundai Elantra,2013,100000.0,Diesel,Manual,5.95
2491,MG Hector,2021,12000.0,Diesel,Manual,18.75
2492,Tata Tiago,2018,5000.0,Petrol,Manual,5.45
2493,Hyundai Grand i10,2017,34000.0,Petrol,Manual,5.45
2494,Hyundai EON,2016,60153.0,Petrol,Manual,3.1
2495,Honda Amaze,2014,48000.0,Diesel,Manual,5.3
2496,Maruti Swift Dzire,2013,37000.0,Petrol,Manual,5.15
2497,Maruti Wagon R,2018,43000.0,Petrol,Manual,4.95
2498,Maruti Celerio,2018,35000.0,Petrol,Manual,4.95
2499,Maruti Eeco,2019,21000.0,Petrol,Manual,4.8
2500,Hyundai Grand i10,2015,42000.0,Petrol,Manual,4.8
2501,Datsun GO,2019,21000.0,Petrol,Manual,4.25
2502,Renault KWID,2017,41000.0,Petrol,Manual,4.25
2503,Honda City,2017,36000.0,Petrol,Automatic,10.4
2504,Maruti Ritz,2012,28000.0,Petrol,Manual,4.05
2505,Hyundai i20,2011,33000.0,Petrol,Manual,4.0
2506,Honda Brio,2013,48000.0,Petrol,Manual,3.95
2507,Datsun GO,2016,14000.0,Petrol,Manual,3.65
2508,Datsun RediGO,2018,41000.0,Petrol,Manual,3.65
2509,Datsun GO,2015,38000.0,Petrol,Manual,3.65
2510,Hyundai i10,2010,52000.0,Petrol,Manual,3.3
2511,Chevrolet Beat,2016,19000.0,Petrol,Manual,3.25
2512,Maruti Alto K10,2014,32000.0,Petrol,Manual,3.2
2513,Maruti Wagon R,2010,82055.0,Petrol,Manual,2.4
2514,Skoda Rapid,2018,50000.0,Petrol,Automatic,9.5
2515,Skoda Rapid,2018,37000.0,Diesel,Manual,10.5
2516,Volkswagen Polo,2015,80000.0,Petrol,Manual,5.7
2517,BMW 3 Series,2015,48000.0,Diesel,Automatic,26.55
2518,Ford Figo,2012,85000.0,Diesel,Manual,2.4
2519,Maruti Baleno,2016,76000.0,Petrol,Manual,5.8
2520,Skoda Yeti,2011,84000.0,Diesel,Manual,4.75
2521,Maruti Swift,2017,43000.0,Petrol,Manual,5.75
2522,Mahindra Bolero,2014,98000.0,Diesel,Manual,4.15
2523,Hyundai Xcent,2019,36000.0,Diesel,Manual,6.0
2524,Renault Lodgy,2015,98569.0,Diesel,Manual,6.0
2525,Hyundai Xcent,2019,61586.0,Petrol,Manual,5.9
2526,Volkswagen Polo,2014,89000.0,Diesel,Manual,4.2
2527,Hyundai Verna,2020,63000.0,Diesel,Manual,11.5
2528,Hyundai Xcent,2019,37000.0,Diesel,Manual,5.9
2529,Skoda Rapid,2012,99999.0,Petrol,Automatic,3.7
2530,Skoda Rapid,2012,68000.0,Diesel,Manual,3.86
2531,Audi A6,2011,99999.0,Diesel,Automatic,12.0
2532,Mahindra TUV 300,2016,77000.0,Diesel,Manual,7.5
2533,Honda Jazz,2018,70000.0,Diesel,Manual,6.2
2534,Nissan X-Trail,2011,89000.0,Diesel,Manual,4.0
2535,Mitsubishi Pajero,2014,98000.0,Diesel,Manual,11.48
2536,Nissan Kicks,2021,8000.0,Petrol,Manual,14.3
2537,Kia Seltos,2020,29000.0,Petrol,Manual,13.45
2538,Maruti XL6,2021,31000.0,Petrol,Automatic,13.05
2539,Hyundai Venue,2021,13000.0,Diesel,Manual,12.75
2540,Mahindra Marazzo,2019,50000.0,Diesel,Manual,10.78
2541,Honda BR-V,2018,11000.0,Petrol,Manual,10.7
2542,Hyundai Creta,2018,52000.0,Petrol,Manual,10.65
2543,Hyundai Venue,2020,27000.0,Petrol,Manual,9.75
2544,Maruti SX4 S Cross,2020,47000.0,Diesel,Manual,9.5
2545,Mahindra TUV 300,2017,42000.0,Diesel,Manual,9.15
2546,Hyundai Creta,2016,48000.0,Petrol,Manual,9.15
2547,Mahindra TUV 300,2018,35000.0,Diesel,Manual,8.95
2548,Maruti Ertiga,2014,51000.0,Diesel,Manual,8.5
2549,Maruti SX4 S Cross,2017,49000.0,Diesel,Manual,8.4
2550,Renault Duster,2015,59000.0,Diesel,Manual,7.9
2551,Renault Duster,2014,42000.0,Diesel,Manual,6.9
2552,Honda Mobilio,2014,42000.0,Petrol,Manual,6.95
2553,Renault Duster,2013,39000.0,Petrol,Manual,5.4
2554,Mahindra Bolero,2011,43000.0,Diesel,Manual,5.3
2555,Renault Triber,2020,19000.0,Petrol,Manual,6.2
2556,Renault KWID,2021,9062.0,Petrol,Automatic,5.77
2557,Renault Kiger,2021,10000.0,Petrol,Manual,9.14
2558,Renault Triber,2021,12388.0,Petrol,Manual,7.72
2559,Tata Altroz,2020,7100.0,Petrol,Manual,6.75
2560,Mercedes-Benz AMG GLA 35,2022,2000.0,Petrol,Automatic,64.5
2561,Maruti Swift Dzire,2019,9001.0,Petrol,Manual,6.9
2562,Volkswagen Ameo,2019,17000.0,Diesel,Automatic,9.6
2563,Hyundai Venue,2020,25000.0,Petrol,Manual,9.45
2564,Honda City,2016,50000.0,Petrol,Manual,7.75
2565,Mahindra XUV700,2022,6001.0,Petrol,Automatic,23.5
2566,Skoda Rapid,2013,139849.0,Diesel,Manual,3.5
2567,Hyundai EON,2018,10451.0,Petrol,Manual,3.95
2568,Hyundai Creta,2019,19000.0,Petrol,Manual,14.0
2569,Mercedes-Benz GLE,2018,41000.0,Diesel,Automatic,64.0
2570,Maruti Alto K10,2013,6000.0,Petrol,Manual,3.35
2571,Honda City,2018,39000.0,Diesel,Manual,11.9
2572,Honda Amaze,2020,39000.0,Diesel,Automatic,9.45
2573,Hyundai Verna,2016,21000.0,Petrol,Manual,8.05
2574,Hyundai i20,2020,25000.0,Petrol,Manual,7.95
2575,Maruti Baleno,2018,55000.0,Diesel,Manual,7.92
2576,Nissan Sunny,2012,103354.0,Diesel,Manual,3.4
2577,Hyundai Elite i20 2018,2018,29000.0,Diesel,Manual,7.85
2578,Hyundai Grand i10 Nios,2020,43000.0,Petrol,Automatic,7.45
2579,Maruti Swift,2014,79641.0,Petrol,Manual,3.95
2580,Hyundai Grand i10 Nios,2019,11000.0,Petrol,Automatic,7.4
2581,Honda Jazz,2018,26000.0,Petrol,Manual,6.71
2582,Maruti Swift,2014,92959.0,Petrol,Manual,4.0
2583,Hyundai i20 Active,2015,48000.0,Diesel,Manual,6.5
2584,Hyundai i20,2016,43000.0,Petrol,Manual,6.39
2585,Volkswagen Jetta,2012,33000.0,Petrol,Manual,7.25
2586,Honda Amaze,2016,45000.0,Petrol,Manual,5.95
2587,Maruti Swift,2014,70000.0,Diesel,Manual,5.1
2588,Maruti Swift,2008,118416.0,Petrol,Manual,2.25
2589,Honda Jazz,2015,24000.0,Petrol,Manual,5.95
2590,Hyundai Grand i10,2018,19000.0,Petrol,Manual,5.75
2591,Hyundai Grand i10,2018,40000.0,Petrol,Manual,5.45
2592,Maruti Alto K10,2012,28688.0,Petrol,Manual,2.7
2593,Hyundai i20,2013,84581.0,Diesel,Manual,4.0
2594,Hyundai i20,2017,41392.0,Petrol,Manual,6.3
2595,Hyundai i10,2011,69954.0,Petrol,Manual,2.7
2596,Ford Fiesta,2008,107374.0,Petrol,Manual,1.9
2597,Fiat Linea,2016,85060.0,Diesel,Manual,4.0
2598,Ford Fiesta,2007,62000.0,Petrol,Manual,1.5
2599,Toyota Urban cruiser,2021,12900.0,Petrol,Manual,9.95
2600,Honda Civic,2007,60000.0,Petrol,Manual,2.25
2601,Ford Ecosport,2020,20793.0,Diesel,Manual,9.4
2602,Ford Ecosport,2020,20793.0,Diesel,Manual,9.4
2603,Hyundai i20,2009,64394.0,Petrol,Manual,3.0
2604,Maruti Swift,2016,24001.0,Petrol,Manual,5.5
2605,Hyundai i10,2009,84065.0,Petrol,Manual,2.1
2606,Maruti Swift Dzire,2018,63467.0,Petrol,Automatic,6.2
2607,Hyundai Verna,2009,53104.0,Petrol,Manual,2.3
2608,Hyundai i20,2013,24000.0,Petrol,Manual,3.95
2609,Maruti Vitara Brezza,2018,48263.0,Diesel,Manual,8.8
2610,Toyota Fortuner,2013,170000.0,Diesel,Automatic,15.95
2611,Mahindra XUV300,2019,40000.0,Petrol,Manual,13.5
2612,Renault Triber,2020,3000.0,Petrol,Manual,7.95
2613,Maruti Ciaz,2020,47000.0,Petrol,Manual,9.95
2614,Skoda Rapid,2018,50000.0,Petrol,Manual,9.7
2615,Skoda Rapid,2018,48000.0,Petrol,Manual,9.65
2616,Hyundai i20,2019,20585.0,Petrol,Manual,7.3
2617,Maruti Ciaz,2018,44000.0,Petrol,Manual,9.3
2618,Maruti Ciaz,2018,46000.0,Petrol,Automatic,8.95
2619,Maruti Swift Dzire,2021,23000.0,Petrol,Manual,7.98
2620,Maruti Baleno,2018,26000.0,Petrol,Manual,7.7
2621,Maruti Ciaz,2016,40000.0,Petrol,Manual,7.65
2622,Maruti Swift Dzire,2019,29000.0,Petrol,Manual,7.65
2623,Maruti Baleno,2018,40000.0,Petrol,Manual,7.65
2624,Maruti Swift Dzire,2019,29000.0,Petrol,Manual,7.65
2625,Hyundai EON,2017,11634.0,Petrol,Manual,3.3
2626,Maruti Baleno,2016,44000.0,Diesel,Manual,7.43
2627,Maruti Swift Dzire,2017,41000.0,Petrol,Automatic,6.95
2628,Tata Tigor,2020,10000.0,Petrol,Automatic,6.9
2629,Volkswagen Polo,2018,38000.0,Petrol,Manual,6.5
2630,Maruti Baleno,2020,21445.0,Petrol,Manual,8.5
2631,Maruti Baleno,2016,27000.0,Petrol,Manual,6.38
2632,Volkswagen Polo,2017,46000.0,Diesel,Manual,6.38
2633,Volkswagen Polo,2018,37000.0,Petrol,Manual,6.25
2634,Maruti Swift,2016,21000.0,Petrol,Manual,6.2
2635,Tata Tiago,2018,32000.0,Petrol,Automatic,5.9
2636,Maruti Swift,2016,42000.0,Petrol,Manual,5.72
2637,Hyundai Grand i10,2017,21000.0,Petrol,Manual,5.25
2638,Maruti Swift,2018,24652.0,Petrol,Manual,6.0
2639,Renault KWID,2017,54114.0,Petrol,Manual,3.7
2640,Maruti Alto K10,2017,39000.0,Petrol,Automatic,3.65
2641,Maruti Swift,2017,41000.0,Petrol,Manual,6.05
2642,Nissan Sunny,2014,110000.0,Petrol,Manual,3.0
2643,Maruti Vitara Brezza,2016,100000.0,Diesel,Manual,7.5
2644,Hyundai Verna,2011,49000.0,Petrol,Manual,5.25
2645,Hyundai Xcent,2014,52000.0,Petrol,Manual,4.95
2646,Renault Triber,2019,29001.0,Petrol,Manual,6.75
2647,Datsun RediGO,2020,8000.0,Petrol,Manual,4.15
2648,Fiat Grande Punto,2012,100000.0,Diesel,Manual,2.2
2649,Maruti Baleno,2017,32266.0,Petrol,Manual,5.24
2650,Hyundai i10,2016,80000.0,Petrol,Manual,3.75
2651,Renault KWID,2021,11500.0,Petrol,Automatic,5.25
2652,Hyundai Grand i10,2018,33500.0,Petrol,Manual,5.6
2653,Hyundai EON,2014,34000.0,Petrol,Manual,2.99
2654,Maruti Swift Dzire,2018,54800.0,Diesel,Manual,6.95
2655,Maruti SX4 S Cross,2017,48000.0,Diesel,Manual,6.9
2656,Maruti Swift,2016,45000.0,Petrol,Manual,4.99
2657,Maruti Zen Estilo,2010,69000.0,Petrol,Manual,1.99
2658,Hyundai Santro Xing,2012,60000.0,Petrol,Manual,2.85
2659,Skoda Rapid,2015,110000.0,Diesel,Manual,6.0
2660,Honda Civic,2006,71000.0,Petrol,Manual,2.75
2661,Hyundai Grand i10,2018,38000.0,Petrol,Automatic,6.5
2662,Kia Sonet,2021,23600.0,Diesel,Manual,9.1
2663,Maruti Eeco,2019,39000.0,Petrol,Manual,4.9
2664,Hyundai i10,2009,94230.0,Petrol,Manual,2.1
2665,Volkswagen Polo,2016,140032.0,Diesel,Manual,5.2
2666,Hyundai Verna,2018,28000.0,Petrol,Manual,10.75
2667,Skoda Rapid,2018,28000.0,Petrol,Automatic,10.25
2668,Ford Ecosport,2014,50000.0,Petrol,Automatic,5.25
2669,Hyundai Creta,2022,17500.0,Diesel,Automatic,19.75
2670,Ford Ecosport,2018,39900.0,Petrol,Automatic,9.5
2671,Toyota Innova Crysta,2020,29000.0,Petrol,Automatic,26.4
2672,Toyota Innova Crysta,2020,45000.0,Diesel,Automatic,28.0
2673,Ford Figo,2017,39024.0,Petrol,Manual,4.5
2674,Honda City,2017,46360.0,Petrol,Automatic,8.65
2675,Land Rover Discovery Sport,2018,16399.0,Diesel,Automatic,46.5
2676,Honda City,2016,89013.0,Petrol,Automatic,6.45
2677,Honda City,2017,46360.0,Petrol,Automatic,8.65
2678,Ford Endeavour,2021,50000.0,Diesel,Automatic,35.0
2679,Hyundai Santro Xing,2007,82889.0,Petrol,Manual,1.45
2680,Mercedes-Benz GLS,2019,22000.0,Diesel,Automatic,90.0
2681,Jaguar XF,2015,58881.0,Diesel,Automatic,24.5
2682,Jaguar XE,2017,26675.0,Diesel,Automatic,33.5
2683,Tata Venture,2011,101238.0,Diesel,Manual,1.5
2684,Maruti Vitara Brezza,2018,48265.0,Diesel,Manual,8.8
2685,Chevrolet Spark,2010,120000.0,Petrol,Manual,1.3
2686,Hyundai i20,2013,44251.0,Petrol,Manual,4.5
2687,Renault Duster,2020,16000.0,Petrol,Automatic,12.5
2688,MG Astor,2022,1900.0,Petrol,Automatic,17.75
2689,Jeep Compass,2021,13000.0,Diesel,Manual,19.0
2690,Tata Nexon,2018,23694.0,Diesel,Manual,8.0
2691,Maruti Alto 800,2017,63112.0,Petrol,Manual,3.1
2692,Maruti SX4 S Cross,2016,102579.0,Diesel,Manual,5.5
2693,Hyundai Santro,2019,15144.0,Petrol,Manual,5.2
2694,Tata Altroz,2021,10000.0,Diesel,Manual,9.0
2695,BMW X1,2019,39000.0,Diesel,Automatic,34.0
2696,Hyundai Santro Xing,2009,98880.0,Petrol,Manual,1.99
2697,Renault KWID,2016,56600.0,Petrol,Manual,3.4
2698,Hyundai i10,2014,23900.0,Petrol,Manual,3.9
2699,Mercedes-Benz E-Class,2014,65000.0,Diesel,Automatic,23.5
2700,Hyundai i10,2015,41000.0,Petrol,Manual,4.1
2701,Tata Altroz,2021,25000.0,Diesel,Manual,7.2
2702,Hyundai EON,2015,40000.0,Petrol,Manual,3.35
2703,Honda Amaze,2013,62800.0,Petrol,Manual,4.2
2704,Honda City,2016,54100.0,Petrol,Manual,7.2
2705,Renault Kiger,2021,2555.0,Petrol,Automatic,7.85
2706,Renault Lodgy,2018,34056.0,Diesel,Manual,7.4
2707,Mahindra Thar,2021,6000.0,Petrol,Automatic,17.15
2708,Hyundai Verna,2010,122533.0,Petrol,Manual,2.1
2709,Maruti Swift Dzire,2015,99292.0,Diesel,Manual,5.25
2710,Maruti Vitara Brezza,2018,48263.0,Diesel,Manual,8.8
2711,Renault KWID,2019,36245.0,Petrol,Manual,4.5
2712,MG Hector,2021,25700.0,Diesel,Manual,19.75
2713,MG Hector Plus,2020,38100.0,Petrol,Manual,17.5
2714,Tata Nexon,2019,22900.0,Petrol,Manual,8.95
2715,Tata Nexon,2019,35900.0,Petrol,Manual,8.0
2716,Volkswagen Vento,2018,33000.0,Petrol,Manual,7.45
2717,Hyundai Santro,2019,27000.0,Petrol,Manual,5.05
2718,Nissan Micra Active,2014,42000.0,Petrol,Manual,3.8
2719,Tata Nexon,2018,23800.0,Petrol,Manual,7.75
2720,Jeep Compass,2019,37700.0,Diesel,Manual,19.9
2721,BMW X1,2021,7100.0,Diesel,Automatic,47.5
2722,Volkswagen Ameo,2019,4300.0,Petrol,Manual,6.7
2723,BMW 3 Series,2021,7700.0,Petrol,Automatic,54.5
2724,BMW X1,2020,21800.0,Diesel,Automatic,43.5
2725,Maruti Swift,2018,46086.0,Diesel,Manual,7.1
2726,Kia Seltos,2020,19600.0,Petrol,Automatic,16.25
2727,Maruti Baleno,2019,40000.0,Diesel,Manual,8.5
2728,Hyundai EON,2011,93037.0,Petrol,Manual,2.3
2729,Kia Seltos,2020,14400.0,Petrol,Automatic,14.5
2730,Kia Seltos,2020,11000.0,Petrol,Manual,17.5
2731,Kia Seltos,2019,57600.0,Petrol,Automatic,15.25
2732,Mahindra Marazzo,2021,36700.0,Diesel,Manual,14.9
2733,Maruti Swift Dzire,2020,11800.0,Petrol,Automatic,8.95
2734,Maruti Ciaz,2018,39600.0,Petrol,Automatic,9.5
2735,Maruti Ciaz,2017,58600.0,Petrol,Manual,7.95
2736,Maruti Vitara Brezza,2020,19300.0,Petrol,Manual,8.9
2737,Maruti XL6,2020,16800.0,Petrol,Manual,11.5
2738,Honda Amaze,2013,90551.0,Petrol,Manual,3.4
2739,Hyundai i20,2020,20000.0,Petrol,Automatic,8.9
2740,Skoda Rapid,2018,66000.0,Diesel,Manual,8.5
2741,Maruti Ciaz,2018,18000.0,Petrol,Manual,7.9
2742,Hyundai Verna,2015,52000.0,Diesel,Manual,7.0
2743,Maruti S-Presso,2021,7500.0,Petrol,Manual,5.25
2744,Maruti Celerio,2019,33521.0,Petrol,Automatic,5.62
2745,Hyundai i10,2015,30345.0,Petrol,Manual,3.99
2746,Tata Nexon,2018,48521.0,Diesel,Manual,7.75
2747,Hyundai i20,2013,55000.0,Petrol,Automatic,4.5
2748,Hyundai EON,2014,52000.0,Petrol,Manual,2.59
2749,Hyundai i20,2015,48000.0,Petrol,Manual,4.95
2750,Maruti SX4 S Cross,2018,75000.0,Diesel,Manual,8.5
2751,Volkswagen Jetta,2009,138000.0,Diesel,Automatic,4.45
2752,Hyundai Grand i10,2017,42000.0,Petrol,Manual,5.3
2753,Skoda Octavia,2020,17000.0,Petrol,Automatic,21.5
2754,Toyota Yaris,2018,35000.0,Petrol,Manual,10.75
2755,Hyundai Santro,2003,110000.0,Petrol,Manual,75000.0
2756,Jeep Compass,2017,36000.0,Diesel,Manual,16.5
2757,Jeep Compass,2020,16600.0,Diesel,Manual,18.9
2758,Hyundai Grand i10,2013,53000.0,Diesel,Manual,3.7
2759,Mahindra XUV500,2020,63000.0,Diesel,Manual,16.75
2760,Hyundai Creta,2020,14000.0,Petrol,Automatic,17.75
2761,Hyundai Grand i10,2018,19600.0,Petrol,Manual,5.75
2762,Hyundai Grand i10,2019,27000.0,Petrol,Manual,5.9
2763,Toyota Corolla Altis,2018,31000.0,Petrol,Automatic,16.5
2764,Hyundai Grand i10,2018,71000.0,Petrol,Manual,5.7
2765,BMW 5 Series,2012,95000.0,Diesel,Automatic,14.0
2766,Hyundai EON,2014,28000.0,Petrol,Manual,3.15
2767,Hyundai Verna,2018,35000.0,Petrol,Automatic,10.95
2768,BMW 5 Series,2013,71000.0,Diesel,Automatic,22.0
2769,Volvo S60,2014,54000.0,Diesel,Automatic,15.9
2770,Honda Amaze,2014,23001.0,Petrol,Manual,4.45
2771,Hyundai i10,2008,26550.0,Petrol,Manual,2.6
2772,Ford Ecosport,2016,25990.0,Diesel,Manual,6.75
2773,Hyundai EON,2013,68503.0,Petrol,Manual,2.8
2774,Tata Tiago,2016,96564.0,Diesel,Manual,4.2
2775,Renault Triber,2019,15836.0,Petrol,Manual,6.6
2776,Hyundai i10,2011,62000.0,Petrol,Manual,2.7
2777,BMW 5 Series,2011,390000.0,Diesel,Automatic,18.5
2778,Renault KWID,2015,22585.0,Petrol,Manual,2.85
2779,Hyundai Grand i10,2018,24000.0,Petrol,Manual,6.25
2780,Hyundai Creta,2016,48000.0,Petrol,Manual,9.15
2781,Maruti SX4 S Cross,2017,49000.0,Diesel,Manual,8.4
2782,Renault Triber,2020,3000.0,Petrol,Manual,7.95
2783,Renault Duster,2014,42000.0,Petrol,Manual,6.9
2784,Renault Duster,2013,39000.0,Petrol,Manual,5.4
2785,Skoda Rapid,2019,37000.0,Petrol,Manual,8.2
2786,Renault KWID,2015,29000.0,Petrol,Manual,2.85
2787,Maruti Swift,2012,23392.0,Petrol,Manual,3.85
2788,Maruti Celerio,2019,31140.0,Petrol,Automatic,4.9
2789,Maruti Swift,2015,65534.0,Petrol,Manual,5.1
2790,Honda City,2018,16375.0,Petrol,Manual,8.75
2791,Honda Jazz,2017,91796.0,Petrol,Manual,5.0
2792,Hyundai i20,2018,27300.0,Petrol,Manual,7.2
2793,Hyundai Accent,2010,113000.0,Petrol,Manual,1.8
2794,Volkswagen Polo,2015,101400.0,Petrol,Manual,4.8
2795,Mercedes-Benz C-Class,2014,75000.0,Diesel,Automatic,12.5
2796,Nissan Kicks,2019,40000.0,Diesel,Manual,10.95
2797,Tata Tiago,2018,36412.0,Diesel,Manual,5.25
2798,Hyundai i20,2019,24000.0,Petrol,Manual,8.25
2799,Maruti Swift Dzire,2015,57000.0,Petrol,Manual,5.45
2800,Hyundai Verna,2018,30000.0,Petrol,Manual,8.85
2801,Honda City,2017,13000.0,Petrol,Manual,9.0
2802,Hyundai Accent,2012,77532.0,Petrol,Manual,2.4
2803,Maruti Swift Dzire,2008,94119.0,Petrol,Manual,2.5
2804,Maruti Wagon R,2015,67855.0,Petrol,Automatic,4.0
2805,Honda BR-V,2016,29000.0,Petrol,Manual,8.0
2806,Ford Ecosport,2016,40000.0,Petrol,Automatic,7.0
2807,Hyundai Creta,2018,33000.0,Petrol,Manual,10.95
2808,Tata Harrier,2020,19000.0,Diesel,Manual,18.95
2809,Hyundai Grand i10,2014,53849.0,Petrol,Automatic,4.75
2810,Mahindra Renault Logan,2008,199183.0,Diesel,Manual,1.5
2811,Ford Ikon,2008,58902.0,Petrol,Manual,1.2
2812,Maruti Wagon R,2011,70000.0,LPG,Manual,2.8
2813,Mercedes-Benz C-Class,2019,43000.0,Diesel,Automatic,48.0
2814,Mercedes-Benz S-Class,2019,17000.0,Diesel,Automatic,1.15
2815,Mercedes-Benz S-Class,2019,23000.0,Petrol,Automatic,1.88
2816,BMW 3 Series,2020,3500.0,Petrol,Automatic,50.0
2817,Ford Ecosport,2013,135860.0,Diesel,Manual,4.0
2818,Volkswagen Vento,2015,100576.0,Diesel,Manual,6.25
2819,Hyundai EON,2017,11634.0,Petrol,Manual,3.3
2820,Hyundai Santro,1999,80000.0,Petrol,Manual,75000.0
2821,Hyundai i20 Active,2016,91000.0,Diesel,Manual,5.8
2822,Hyundai Grand i10,2016,45000.0,Petrol,Manual,4.5
2823,Hyundai Santro,2019,27000.0,Petrol,Manual,5.25
2824,Hyundai Santa Fe,2010,108000.0,Diesel,Manual,6.75
2825,Toyota Corolla Altis,2010,120000.0,Petrol,Automatic,4.75
2826,Maruti Swift,2018,45000.0,Diesel,Manual,6.95
2827,Honda Jazz,2012,79000.0,Petrol,Manual,3.95
2828,Maruti Swift Dzire,2010,68000.0,Petrol,Manual,3.45
2829,Maruti Swift Dzire,2015,23000.0,Petrol,Automatic,5.7
2830,Honda City,2018,37000.0,Petrol,Manual,7.6
2831,Nissan Micra,2013,49000.0,Diesel,Manual,3.65
2832,Mahindra TUV 300,2018,42200.0,Diesel,Manual,8.75
2833,Mercedes-Benz C-Class,2013,48000.0,Diesel,Automatic,13.75
2834,Hyundai Grand i10,2017,30800.0,Petrol,Manual,5.4
2835,Hyundai i20,2009,100300.0,Petrol,Manual,3.0
2836,Audi A4,2017,52400.0,Diesel,Automatic,30.0
2837,Maruti Wagon R,2005,45000.0,Petrol,Manual,1.5
2838,Kia Seltos,2019,43200.0,Petrol,Manual,12.3
2839,Maruti Zen Estilo,2007,78900.0,Petrol,Manual,1.35
2840,Tata Nexon,2020,21000.0,Petrol,Manual,8.95
2841,Ford Ecosport,2017,45000.0,Diesel,Manual,7.7
2842,Honda WR-V,2018,17000.0,Petrol,Manual,8.8
2843,Honda Mobilio,2015,47000.0,Petrol,Manual,6.8
2844,Honda City,2020,19000.0,Diesel,Manual,13.0
2845,Hyundai Grand i10,2018,17000.0,Petrol,Manual,5.2
2846,Hyundai Creta,2018,50000.0,Diesel,Manual,13.5
2847,Skoda Rapid,2018,38700.0,Diesel,Manual,11.5
2848,Mercedes-Benz GLA Class,2017,27000.0,Diesel,Automatic,28.0
2849,BMW 3 Series,2018,32000.0,Diesel,Automatic,40.0
2850,Mahindra TUV 300,2018,35000.0,Diesel,Manual,8.95
2851,Maruti Alto 800,2021,10000.0,Petrol,Manual,4.0
2852,Hyundai Santro Xing,2008,122240.0,Petrol,Manual,1.75
2853,Hyundai EON,2012,63000.0,Petrol,Manual,2.2
2854,Maruti Zen Estilo,2007,50000.0,Petrol,Manual,1.5
2855,Maruti Wagon R,2016,58000.0,Petrol,Automatic,4.5
2856,Maruti Wagon R,2018,52001.0,Petrol,Automatic,5.65
2857,Tata Indigo,2015,135000.0,Diesel,Manual,2.25
2858,BMW 5 Series,2017,30000.0,Diesel,Automatic,44.5
2859,Honda Jazz,2015,70100.0,Diesel,Manual,4.9
2860,Hyundai Accent,2004,32000.0,Petrol,Manual,1.7
2861,Hyundai Santro Xing,2009,78000.0,Petrol,Manual,1.89
2862,Maruti Ertiga,2014,51000.0,Diesel,Manual,8.5
2863,Honda Amaze,2019,50000.0,Diesel,Manual,8.9
2864,Honda City,2018,70000.0,Diesel,Manual,9.25
2865,Kia Seltos,2019,45000.0,Diesel,Automatic,15.5
2866,Honda City,2015,92900.0,Diesel,Manual,6.2
2867,Honda Amaze,2014,57500.0,Petrol,Manual,4.1
2868,Chevrolet Spark,2010,83900.0,Petrol,Manual,1.45
2869,Maruti Wagon R,2011,74000.0,Petrol,Manual,2.85
2870,Skoda Superb,2010,110000.0,Diesel,Automatic,7.5
2871,Land Rover Discovery Sport,2017,150000.0,Diesel,Automatic,33.0
2872,Toyota Innova Crysta,2020,28000.0,Diesel,Manual,23.5
2873,Jeep Compass,2017,24000.0,Diesel,Manual,16.5
2874,Maruti Alto K10,2011,47069.0,Petrol,Manual,2.2
2875,Mercedes-Benz E-Class,2012,79900.0,Diesel,Automatic,12.99
2876,Land Rover Discovery Sport,2015,95000.0,Diesel,Automatic,26.5
2877,Renault KWID,2017,27000.0,Petrol,Automatic,3.75
2878,Honda City,2019,12000.0,Petrol,Automatic,12.5
2879,Maruti Ritz,2009,81376.0,Petrol,Manual,2.3
2880,Maruti Swift,2013,84327.0,Diesel,Manual,4.5
2881,Volvo XC 90,2017,115000.0,Diesel,Automatic,43.0
2882,Volkswagen Passat,2010,120000.0,Petrol,Manual,5.0
2883,Volkswagen Polo,2011,97700.0,Diesel,Manual,3.5
2884,Honda Jazz,2016,76076.0,Petrol,Manual,5.4
2885,Maruti Swift,2021,5000.0,Petrol,Automatic,7.9
2886,Toyota Etios,2011,64112.0,Petrol,Manual,3.75
2887,Honda Brio,2012,66064.0,Petrol,Manual,3.65
2888,Honda Amaze,2015,50459.0,Petrol,Manual,5.1
2889,Volkswagen Vento,2019,20000.0,Petrol,Manual,9.1
2890,Skoda Rapid,2017,50000.0,Diesel,Manual,8.5
2891,Hyundai Creta,2019,13500.0,Petrol,Automatic,14.5
2892,Maruti Vitara Brezza,2021,4500.0,Petrol,Manual,9.95
